Timestamp,Machine_ID,Target_Temp_C,Production_Speed_Mmin,Sensor_Temp_C,Paper_Grade,Status
2026-03-01 00:00:00,MAQ-03,170,607.458012510604,173.29716674564006,Standard,Running
2026-03-01 00:04:00,MAQ-01,160,605.9342917319361,172.73275579636385,Eco,Running
2026-03-01 00:08:00,MAQ-03,170,591.5 m/min,166.44279498868616,Standard,Running
2026-03-01 00:12:00,MAQ-03,170,603.5920940045784,169.5210193182633,Standard,Running
2026-03-01 00:16:00,MAQ-01,170,32.81929296923836,150.7558832311403,Standard,Idle
2026-03-01 00:20:00,MAQ-01,170,49.48782067046673,134.22433891060683,Standard,Idle
2026-03-01 00:24:00,MAQ-03,170,22.22641265250798,122.08852883196863,Standard,Idle
2026-03-01 00:28:00,MAQ-02,170,587.1870232652315,128.50476010972267,Standard,Running
2026-03-01 00:32:00,MAQ-03,170,582.6227024494871,132.28339887555262,Standard,Running
2026-03-01 00:36:00,MAQ-03,160,580.5211648667884,130.9242563624182,Eco,Running
2026-03-01 00:40:00,MAQ-03,170,605.7944257286726,147.95665052611213,Standard,Running
2026-03-01 00:44:00,MAQ-03,170,601.4769932522678,154.75791049555176,Standard,Running
2026-03-01 00:48:00,MAQ-01,175,595.161888684589,160.65814650104377,Top Coated,Running
2026-03-01 00:52:00,MAQ-03,170,596.6854370227536,161.8169873744059,Standard,Running
2026-03-01 00:56:00,MAQ-02,170,21.481143194842208,148.479841746461,Std,Idle
2026-03-01 01:00:00,MAQ-01,175,598.3543692899141,154.6256385055909,Top Coated,Running
2026-03-01 01:04:00,MAQ-02,170,586.5944681999617,151.94653672220775,Standard,Running
2026-03-01 01:08:00,MAQ-02,170,609.130002202743,159.42364278660594,Standard,Running
2026-03-01 01:12:00,MAQ-02,170,603.041261706698,164.35699575499444,Standard,Running
2026-03-01 01:16:00,MAQ-02,170,602.6589847981385,168.20824051355086,Standard,Running
2026-03-01 01:20:00,MAQ-01,170,608.3756270335837,171.2714933191019,Standard,Running
2026-03-01 01:24:00,MAQ-01,170,591.8635464394033,,Standard,Running
2026-03-01 01:28:00,MAQ-02,160,612.1373143772585,174.88692644141403,eco,Overheating
2026-03-01 01:32:00,MAQ-02,170,598.5995714805777,173.746142881404,Standard,Running
2026-03-01 01:36:00,MAQ-01,170,608.8859888033087,176.98212337546647,Standard,Running
2026-03-01 01:40:00,MAQ-01,170,607.3444903348766,176.68146985906833,Standard,Running
2026-03-01 01:44:00,MAQ-01,170,589.6119817199744,170.63173399832436,Standard,Running
2026-03-01 01:48:00,MAQ-03,170,605.0290040491413,173.5117200927133,Standard,Running
2026-03-01 01:52:00,MAQ-03,170,603.2627467084668,173.0478449900912,Standard,Running
2026-03-01 01:56:00,MAQ-03,170,600.3031165749434,172.8358050208857,Standard,
2026-03-01 02:00:00,MAQ-02,170,599.0562824996462,169.6613160957667,Standard,Running
2026-03-01 02:04:00,MAQ-03,160,599.1410675028221,166.4518467470561,Eco,Running
2026-03-01 02:08:00,MAQ-02,170,703.6806264602698,199.69636146301215,Standard,Safety_Stop
2026-03-01 02:12:00,MAQ-02,160,689.3085389230773,190.68940493678028,eco,Safety_Stop
2026-03-01 02:16:00,MAQ-03,170,600.3047885026566,,Standard,Overheating
2026-03-01 02:20:00,MAQ-02,160,585.0806385352862,174.38773926096397,Eco,Overheating
2026-03-01 02:24:00,MAQ-03,170,604.9444341408362,175.35274752323946,Standard,Running
2026-03-01 02:28:00,MAQ-03,170,607.2361361917777,177.9431402197684,Std,Running
2026-03-01 02:32:00,MAQ-01,170,18.137680019957603,,Standard,Idle
2026-03-01 02:36:00,MAQ-03,170,610.7543306310504,176.49094955892332,Standard,Running
2026-03-01 02:40:00,MAQ-01,170,581.0082361208454,165.29849157148496,Standard,Running
2026-03-01 02:44:00,MAQ-03,170,600.7842939901864,168.42277580405195,Standard,Running
2026-03-01 02:48:00,MAQ-03,170,618.1137502866499,179.00563187812315,Standard,Running
2026-03-01 02:52:00,MAQ-01,170,606.2354885690164,180.73217611453583,Standard,Running
2026-03-01 02:56:00,MAQ-01,170,603.2865216037321,,Standard,
2026-03-01 03:00:00,MAQ-03,170,609.0022865891524,181.65112258302406,Standard,Running
2026-03-01 03:04:00,MAQ-02,170,593.776218050092,173.8299624022964,Standard,Running
2026-03-01 03:08:00,MAQ-01,170,604.7808999662745,173.86812023839045,Standard,Running
2026-03-01 03:12:00,MAQ-02,170,34.231309713248315,150.89227853852412,Standard,Idle
2026-03-01 03:16:00,MAQ-02,175,599.8037651418953,157.90138711622117,Top Coated,
2026-03-01 03:20:00,MAQ-02,170,608.284545156951,160.8915263457701,Standard,Running
2026-03-01 03:24:00,MAQ-01,170,590.7328689750782,156.96827256855076,Standard,Running
2026-03-01 03:28:00,MAQ-02,170,612.8798247380194,168.70154844226744,Standard,Running
2026-03-01 03:32:00,MAQ-01,175,595.7718803891446,166.74877003487947,Top Coated,Running
2026-03-01 03:36:00,MAQ-02,170,602.6066283315041,169.29449929218674,Standard,Running
2026-03-01 03:40:00,MAQ-03,170,585.9949203972506,162.68826883003743,Std,Running
2026-03-01 03:44:00,MAQ-03,170,607.1983729087138,169.8674760598708,Standard,Running
2026-03-01 03:48:00,MAQ-01,170,614.4650393594658,176.3293734166388,Standard,Running
2026-03-01 03:52:00,MAQ-03,170,594.8535845078185,169.83860596874277,Standard,Running
2026-03-01 03:56:00,MAQ-03,160,588.897766134904,161.23763548198386,Eco,Running
2026-03-01 04:00:00,MAQ-02,175,602.779830647427,167.2480518722284,Top Coated,Running
2026-03-01 04:04:00,MAQ-01,170,614.5481064499174,175.21212848884093,Standard,Running
2026-03-01 04:08:00,MAQ-02,170,585.5014343451909,167.8651848888806,Standard,Running
